Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Country/Region,City,State/Province,Postal Code,Division,Region,Product ID,Product Name,Sales,Units,Gross Profit,Cost,Shipping_lead_time,Region_Route,State_Route,efficiency_score
6239,US-2023-134348-CHO-TRI-54000,2025-12-11,2029-05-11,Standard Class,134348,United States,Mesa,Arizona,85204,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,1247.0,Factory->Pacific,Factory->Arizona,0.5310650887573964
6240,US-2023-134348-CHO-FUD-51000,2025-12-11,2029-05-11,Standard Class,134348,United States,Mesa,Arizona,85204,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,25.2,7,16.8,8.4,1247.0,Factory->Pacific,Factory->Arizona,0.5310650887573964
6241,US-2023-152170-CHO-FUD-51000,2025-12-11,2029-05-07,Second Class,152170,United States,La Porte,Indiana,46350,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,28.8,8,19.2,9.6,1243.0,Factory->Interior,Factory->Indiana,0.5340236686390533
6242,US-2023-124590-CHO-FUD-51000,2025-12-11,2029-05-08,Standard Class,124590,United States,Parma,Ohio,44134,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,21.6,6,14.4,7.2,1244.0,Factory->Atlantic,Factory->Ohio,0.5332840236686391
6243,US-2023-152170-CHO-SCR-58000,2025-12-11,2029-05-07,Second Class,152170,United States,La Porte,Indiana,46350,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,1243.0,Factory->Interior,Factory->Indiana,0.5340236686390533
6244,US-2023-134348-CHO-TRI-54000,2025-12-11,2029-05-11,Standard Class,134348,United States,Mesa,Arizona,85204,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,1247.0,Factory->Pacific,Factory->Arizona,0.5310650887573964
6245,US-2023-164399-CHO-FUD-51000,2025-12-11,2029-05-07,First Class,164399,United States,San Diego,California,92024,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,1243.0,Factory->Pacific,Factory->California,0.5340236686390533
6450,US-2023-113621-CHO-SCR-58000,2025-01-12,2029-05-27,Standard Class,113621,United States,Rockville,Maryland,20852,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,1596.0,Factory->Atlantic,Factory->Maryland,0.2729289940828403
6451,US-2023-130393-CHO-SCR-58000,2025-01-12,2029-05-25,Second Class,130393,United States,San Angelo,Texas,76903,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,1594.0,Factory->Interior,Factory->Texas,0.27440828402366857
6452,US-2023-130393-CHO-NUT-13000,2025-01-12,2029-05-25,Second Class,130393,United States,San Angelo,Texas,76903,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,1594.0,Factory->Interior,Factory->Texas,0.27440828402366857
6453,US-2023-157336-CHO-MIL-31000,2025-01-12,2029-05-27,Second Class,157336,United States,Fairfield,Connecticut,6824,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,1596.0,Factory->Atlantic,Factory->Connecticut,0.2729289940828403
6454,US-2023-155768-CHO-TRI-54000,2025-01-12,2029-05-23,Same Day,155768,United States,Oxnard,California,93030,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,1592.0,Factory->Pacific,Factory->California,0.27588757396449703
6455,US-2023-136434-CHO-NUT-13000,2025-01-12,2029-05-29,Standard Class,136434,United States,Richmond,Indiana,47374,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,1598.0,Factory->Interior,Factory->Indiana,0.27144970414201186
6456,US-2023-142594-CHO-MIL-31000,2025-01-12,2029-05-28,Second Class,142594,United States,Franklin,Massachusetts,2038,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,1597.0,Factory->Atlantic,Factory->Massachusetts,0.2721893491124261
6457,US-2023-150035-CHO-MIL-31000,2025-01-12,2029-05-27,Standard Class,150035,United States,San Francisco,California,94122,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,1596.0,Factory->Pacific,Factory->California,0.2729289940828403
6458,US-2023-142594-CHO-MIL-31000,2025-01-12,2029-05-28,Second Class,142594,United States,Franklin,Massachusetts,2038,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,1597.0,Factory->Atlantic,Factory->Massachusetts,0.2721893491124261
6459,US-2023-142594-CHO-MIL-31000,2025-01-12,2029-05-28,Second Class,142594,United States,Franklin,Massachusetts,2038,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,1597.0,Factory->Atlantic,Factory->Massachusetts,0.2721893491124261
6460,US-2023-143805-CHO-MIL-31000,2025-01-12,2029-05-25,Second Class,143805,United States,Richmond,Virginia,23223,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,22.75,7,14.77,7.98,1594.0,Factory->Gulf,Factory->Virginia,0.27440828402366857
6461,US-2023-130393-CHO-MIL-31000,2025-01-12,2029-05-25,Second Class,130393,United States,San Angelo,Texas,76903,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,1594.0,Factory->Interior,Factory->Texas,0.27440828402366857
6462,US-2023-136483-CHO-NUT-13000,2025-01-12,2029-05-28,Standard Class,136483,United States,Knoxville,Tennessee,37918,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,1597.0,Factory->Gulf,Factory->Tennessee,0.2721893491124261
6463,US-2023-104689-CHO-TRI-54000,2025-01-12,2029-05-27,Standard Class,104689,United States,Los Angeles,California,90004,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,30.0,8,19.6,10.4,1596.0,Factory->Pacific,Factory->California,0.2729289940828403
6464,US-2023-157336-CHO-NUT-13000,2025-01-12,2029-05-27,Second Class,157336,United States,Fairfield,Connecticut,6824,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,20.94,6,14.94,6.0,1596.0,Factory->Atlantic,Factory->Connecticut,0.2729289940828403
6465,US-2023-155768-CHO-SCR-58000,2025-01-12,2029-05-23,Same Day,155768,United States,Oxnard,California,93030,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,1592.0,Factory->Pacific,Factory->California,0.27588757396449703
6466,US-2023-155768-CHO-MIL-31000,2025-01-12,2029-05-23,Same Day,155768,United States,Oxnard,California,93030,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14,1592.0,Factory->Pacific,Factory->California,0.27588757396449703
6467,US-2023-129903-CHO-TRI-54000,2025-01-12,2029-05-26,Second Class,129903,United States,Rochester,Minnesota,55901,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,15.0,4,9.8,5.2,1595.0,Factory->Interior,Factory->Minnesota,0.27366863905325456
6468,US-2023-155768-OTH-KAZ-38000,2025-01-12,2029-05-23,Same Day,155768,United States,Oxnard,California,93030,Other,Pacific,OTH-KAZ-38000,Kazookles,9.75,3,0.75,9.0,1592.0,Factory->Pacific,Factory->California,0.27588757396449703
6469,US-2023-143805-CHO-FUD-51000,2025-01-12,2029-05-25,Second Class,143805,United States,Richmond,Virginia,23223,Chocolate,Gulf,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,1594.0,Factory->Gulf,Factory->Virginia,0.27440828402366857
6470,US-2023-142594-CHO-TRI-54000,2025-01-12,2029-05-28,Second Class,142594,United States,Franklin,Massachusetts,2038,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,1597.0,Factory->Atlantic,Factory->Massachusetts,0.2721893491124261
6471,US-2023-127698-CHO-NUT-13000,2025-01-12,2029-05-23,Same Day,127698,United States,Raleigh,North Carolina,27604,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,31.41,9,22.41,9.0,1592.0,Factory->Gulf,Factory->North Carolina,0.27588757396449703
6472,US-2023-113621-CHO-NUT-13000,2025-01-12,2029-05-27,Standard Class,113621,United States,Rockville,Maryland,20852,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,1596.0,Factory->Atlantic,Factory->Maryland,0.2729289940828403
6473,US-2023-164770-OTH-LIC-15000,2025-02-12,2029-05-26,Second Class,164770,United States,Houston,Texas,77036,Other,Interior,OTH-LIC-15000,Lickable Wallpaper,200.0,10,100.0,100.0,1564.0,Factory->Interior,Factory->Texas,0.29659763313609466
6474,US-2023-113985-OTH-KAZ-38000,2025-02-12,2029-05-29,Standard Class,113985,United States,San Jose,California,95123,Other,Pacific,OTH-KAZ-38000,Kazookles,9.75,3,0.75,9.0,1567.0,Factory->Pacific,Factory->California,0.2943786982248522
6475,US-2023-163804-CHO-MIL-31000,2025-02-12,2029-05-30,Standard Class,163804,United States,Providence,Rhode Island,2908,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,19.5,6,12.66,6.84,1568.0,Factory->Atlantic,Factory->Rhode Island,0.29363905325443795
6476,US-2023-113985-CHO-FUD-51000,2025-02-12,2029-05-29,Standard Class,113985,United States,San Jose,California,95123,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,1567.0,Factory->Pacific,Factory->California,0.2943786982248522
6477,US-2023-113985-CHO-MIL-31000,2025-02-12,2029-05-29,Standard Class,113985,United States,San Jose,California,95123,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,1567.0,Factory->Pacific,Factory->California,0.2943786982248522
6478,US-2023-105354-CHO-NUT-13000,2025-02-12,2029-05-28,Standard Class,105354,United States,Marion,Iowa,52302,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,27.92,8,19.92,8.0,1566.0,Factory->Interior,Factory->Iowa,0.2951183431952664
6479,US-2023-113985-CHO-NUT-13000,2025-02-12,2029-05-29,Standard Class,113985,United States,San Jose,California,95123,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,1567.0,Factory->Pacific,Factory->California,0.2943786982248522
6480,US-2023-155103-CHO-NUT-13000,2025-02-12,2029-05-29,Standard Class,155103,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,1567.0,Factory->Atlantic,Factory->New York,0.2943786982248522
6481,US-2023-155103-CHO-TRI-54000,2025-02-12,2029-05-29,Standard Class,155103,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,1567.0,Factory->Atlantic,Factory->New York,0.2943786982248522
6482,US-2023-155103-CHO-TRI-54000,2025-02-12,2029-05-29,Standard Class,155103,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,3.75,1,2.45,1.3,1567.0,Factory->Atlantic,Factory->New York,0.2943786982248522
6483,US-2023-108455-CHO-NUT-13000,2025-02-12,2029-05-30,Standard Class,108455,United States,San Francisco,California,94122,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4.0,1568.0,Factory->Pacific,Factory->California,0.29363905325443795
6484,US-2023-108455-CHO-TRI-54000,2025-02-12,2029-05-30,Standard Class,108455,United States,San Francisco,California,94122,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,26.25,7,17.15,9.1,1568.0,Factory->Pacific,Factory->California,0.29363905325443795
6485,US-2023-164770-CHO-SCR-58000,2025-02-12,2029-05-26,Second Class,164770,United States,Houston,Texas,77036,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,32.4,9,22.5,9.9,1564.0,Factory->Interior,Factory->Texas,0.29659763313609466
6486,US-2023-163804-OTH-LIC-15000,2025-02-12,2029-05-30,Standard Class,163804,United States,Providence,Rhode Island,2908,Other,Atlantic,OTH-LIC-15000,Lickable Wallpaper,100.0,5,50.0,50.0,1568.0,Factory->Atlantic,Factory->Rhode Island,0.29363905325443795
6487,US-2023-108455-CHO-SCR-58000,2025-02-12,2029-05-30,Standard Class,108455,United States,San Francisco,California,94122,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,1568.0,Factory->Pacific,Factory->California,0.29363905325443795
6488,US-2023-143154-CHO-NUT-13000,2025-02-12,2029-05-30,Standard Class,143154,United States,Longmont,Colorado,80501,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,1568.0,Factory->Pacific,Factory->Colorado,0.29363905325443795
6489,US-2023-163804-CHO-MIL-31000,2025-02-12,2029-05-30,Standard Class,163804,United States,Providence,Rhode Island,2908,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,1568.0,Factory->Atlantic,Factory->Rhode Island,0.29363905325443795
6490,CA-2023-133541-CHO-MIL-31000,2025-02-12,2029-05-28,Standard Class,133541,Canada,Halifax,Nova Scotia,B3H,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,1566.0,Factory->Atlantic,Factory->Nova Scotia,0.2951183431952664
6491,CA-2023-124574-CHO-TRI-54000,2025-02-12,2029-05-28,Standard Class,124574,Canada,Moncton,New Brunswick,E1A,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,1566.0,Factory->Atlantic,Factory->New Brunswick,0.2951183431952664
6492,CA-2023-111254-CHO-NUT-13000,2025-02-12,2029-05-28,Standard Class,111254,Canada,Moncton,New Brunswick,E1A,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,24.43,7,17.43,7.0,1566.0,Factory->Atlantic,Factory->New Brunswick,0.2951183431952664
6493,US-2023-149762-CHO-MIL-31000,2025-03-12,2029-05-29,Standard Class,149762,United States,Morgan Hill,California,95037,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,1539.0,Factory->Pacific,Factory->California,0.3150887573964498
6494,US-2023-150861-CHO-FUD-51000,2025-03-12,2029-05-28,First Class,150861,United States,Oceanside,New York,11572,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,1538.0,Factory->Atlantic,Factory->New York,0.31582840236686405
6495,US-2023-122063-CHO-MIL-31000,2025-03-12,2029-05-29,Standard Class,122063,United States,Richmond,Indiana,47374,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14,1539.0,Factory->Interior,Factory->Indiana,0.3150887573964498
6496,US-2023-153598-CHO-SCR-58000,2025-03-12,2029-05-28,First Class,153598,United States,Los Angeles,California,90045,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,21.6,6,15.0,6.6,1538.0,Factory->Pacific,Factory->California,0.31582840236686405
6497,US-2023-150861-CHO-MIL-31000,2025-03-12,2029-05-28,First Class,150861,United States,Oceanside,New York,11572,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,1538.0,Factory->Atlantic,Factory->New York,0.31582840236686405
6498,US-2023-149762-CHO-SCR-58000,2025-03-12,2029-05-29,Standard Class,149762,United States,Morgan Hill,California,95037,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,1539.0,Factory->Pacific,Factory->California,0.3150887573964498
6499,US-2023-122063-CHO-FUD-51000,2025-03-12,2029-05-29,Standard Class,122063,United States,Richmond,Indiana,47374,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,1539.0,Factory->Interior,Factory->Indiana,0.3150887573964498
6500,US-2023-161683-CHO-FUD-51000,2025-03-12,2029-05-30,Standard Class,161683,United States,Philadelphia,Pennsylvania,19134,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,1540.0,Factory->Atlantic,Factory->Pennsylvania,0.3143491124260356
6501,US-2023-149762-CHO-TRI-54000,2025-03-12,2029-05-29,Standard Class,149762,United States,Morgan Hill,California,95037,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,30.0,8,19.6,10.4,1539.0,Factory->Pacific,Factory->California,0.3150887573964498
6502,US-2023-161683-CHO-FUD-51000,2025-03-12,2029-05-30,Standard Class,161683,United States,Philadelphia,Pennsylvania,19134,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,1540.0,Factory->Atlantic,Factory->Pennsylvania,0.3143491124260356
6503,US-2023-150861-CHO-SCR-58000,2025-03-12,2029-05-28,First Class,150861,United States,Oceanside,New York,11572,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,1538.0,Factory->Atlantic,Factory->New York,0.31582840236686405
6504,US-2023-150861-CHO-SCR-58000,2025-03-12,2029-05-28,First Class,150861,United States,Oceanside,New York,11572,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,28.8,8,20.0,8.8,1538.0,Factory->Atlantic,Factory->New York,0.31582840236686405
6505,US-2023-149762-CHO-MIL-31000,2025-03-12,2029-05-29,Standard Class,149762,United States,Morgan Hill,California,95037,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,1539.0,Factory->Pacific,Factory->California,0.3150887573964498
6506,US-2023-161025-CHO-FUD-51000,2025-03-12,2029-05-31,Standard Class,161025,United States,Los Angeles,California,90049,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,1541.0,Factory->Pacific,Factory->California,0.31360946745562135
6507,US-2023-150861-CHO-SCR-58000,2025-03-12,2029-05-28,First Class,150861,United States,Oceanside,New York,11572,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,1538.0,Factory->Atlantic,Factory->New York,0.31582840236686405
6508,US-2023-153598-CHO-MIL-31000,2025-03-12,2029-05-28,First Class,153598,United States,Los Angeles,California,90045,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,1538.0,Factory->Pacific,Factory->California,0.31582840236686405
6509,US-2023-126004-CHO-NUT-13000,2025-04-12,2029-05-27,First Class,126004,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,1506.0,Factory->Atlantic,Factory->New York,0.3394970414201184
6510,US-2023-105277-CHO-NUT-13000,2025-04-12,2029-05-30,Standard Class,105277,United States,Auburn,New York,13021,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,1509.0,Factory->Atlantic,Factory->New York,0.3372781065088757
6511,US-2023-126004-CHO-FUD-51000,2025-04-12,2029-05-27,First Class,126004,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,3.6,1,2.4,1.2,1506.0,Factory->Atlantic,Factory->New York,0.3394970414201184
6512,US-2023-112060-CHO-TRI-54000,2025-04-12,2029-05-31,Standard Class,112060,United States,San Francisco,California,94109,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,3.75,1,2.45,1.3,1510.0,Factory->Pacific,Factory->California,0.3365384615384617
6513,US-2023-126004-CHO-FUD-51000,2025-04-12,2029-05-27,First Class,126004,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,1506.0,Factory->Atlantic,Factory->New York,0.3394970414201184
6514,US-2023-126004-CHO-NUT-13000,2025-04-12,2029-05-27,First Class,126004,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,1506.0,Factory->Atlantic,Factory->New York,0.3394970414201184
6515,US-2023-126004-CHO-NUT-13000,2025-04-12,2029-05-27,First Class,126004,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,1506.0,Factory->Atlantic,Factory->New York,0.3394970414201184
6516,US-2023-139885-CHO-NUT-13000,2025-04-12,2029-05-30,Standard Class,139885,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,20.94,6,14.94,6.0,1509.0,Factory->Atlantic,Factory->New York,0.3372781065088757
6517,US-2023-126004-CHO-SCR-58000,2025-04-12,2029-05-27,First Class,126004,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1,1506.0,Factory->Atlantic,Factory->New York,0.3394970414201184
6518,CA-2023-119508-CHO-NUT-13000,2025-04-12,2029-05-31,Standard Class,119508,Canada,Vancouver,British Columbia,V6B,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,20.94,6,14.94,6.0,1510.0,Factory->Pacific,Factory->British Columbia,0.3365384615384617
6519,CA-2023-119508-CHO-FUD-51000,2025-04-12,2029-05-31,Standard Class,119508,Canada,Vancouver,British Columbia,V6B,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,1510.0,Factory->Pacific,Factory->British Columbia,0.3365384615384617
6520,US-2023-143749-OTH-LIC-15000,2025-05-12,2029-05-29,First Class,143749,United States,Franklin,Massachusetts,2038,Other,Atlantic,OTH-LIC-15000,Lickable Wallpaper,20.0,1,10.0,10.0,1478.0,Factory->Atlantic,Factory->Massachusetts,0.360207100591716
6521,US-2023-114489-CHO-FUD-51000,2025-05-12,2029-05-31,Standard Class,114489,United States,Franklin,Wisconsin,53132,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,28.8,8,19.2,9.6,1480.0,Factory->Interior,Factory->Wisconsin,0.35872781065088755
6522,US-2023-146374-CHO-NUT-13000,2025-05-12,2029-06-01,Second Class,146374,United States,Newark,Delaware,19711,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,3.49,1,2.49,1.0,1481.0,Factory->Atlantic,Factory->Delaware,0.3579881656804733
6523,US-2023-124772-CHO-SCR-58000,2025-05-12,2029-05-28,First Class,124772,United States,Murray,Kentucky,42071,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,1477.0,Factory->Gulf,Factory->Kentucky,0.36094674556213024
6524,US-2023-140564-CHO-FUD-51000,2025-05-12,2029-06-01,Second Class,140564,United States,Washington,District of Columbia,20016,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,28.8,8,19.2,9.6,1481.0,Factory->Atlantic,Factory->District of Columbia,0.3579881656804733
6525,US-2023-163636-CHO-SCR-58000,2025-05-12,2029-05-31,Second Class,163636,United States,Chicago,Illinois,60623,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,1480.0,Factory->Interior,Factory->Illinois,0.35872781065088755
6526,US-2023-114489-CHO-SCR-58000,2025-05-12,2029-05-31,Standard Class,114489,United States,Franklin,Wisconsin,53132,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,1480.0,Factory->Interior,Factory->Wisconsin,0.35872781065088755
6527,US-2023-161389-CHO-SCR-58000,2025-05-12,2029-06-01,Standard Class,161389,United States,Seattle,Washington,98103,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,1481.0,Factory->Pacific,Factory->Washington,0.3579881656804733
6528,US-2023-146374-CHO-SCR-58000,2025-05-12,2029-06-01,Second Class,146374,United States,Newark,Delaware,19711,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,25.2,7,17.5,7.7,1481.0,Factory->Atlantic,Factory->Delaware,0.3579881656804733
6529,US-2023-145009-CHO-SCR-58000,2025-05-12,2029-05-30,Second Class,145009,United States,Chicago,Illinois,60610,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,1479.0,Factory->Interior,Factory->Illinois,0.3594674556213018
6530,US-2023-146374-CHO-MIL-31000,2025-05-12,2029-06-01,Second Class,146374,United States,Newark,Delaware,19711,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14,1481.0,Factory->Atlantic,Factory->Delaware,0.3579881656804733
6531,US-2023-109722-CHO-TRI-54000,2025-05-12,2029-05-29,Second Class,109722,United States,Georgetown,Kentucky,40324,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,33.75,9,22.05,11.7,1478.0,Factory->Gulf,Factory->Kentucky,0.360207100591716
6532,US-2023-108434-CHO-TRI-54000,2025-05-12,2029-05-29,Second Class,108434,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,1478.0,Factory->Atlantic,Factory->New York,0.360207100591716
6533,US-2023-114489-CHO-FUD-51000,2025-05-12,2029-05-31,Standard Class,114489,United States,Franklin,Wisconsin,53132,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,39.6,11,26.4,13.2,1480.0,Factory->Interior,Factory->Wisconsin,0.35872781065088755
6534,US-2023-109722-CHO-SCR-58000,2025-05-12,2029-05-29,Second Class,109722,United States,Georgetown,Kentucky,40324,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,1478.0,Factory->Gulf,Factory->Kentucky,0.360207100591716
6535,US-2023-114489-CHO-FUD-51000,2025-05-12,2029-05-31,Standard Class,114489,United States,Franklin,Wisconsin,53132,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,1480.0,Factory->Interior,Factory->Wisconsin,0.35872781065088755
6536,US-2023-103674-CHO-MIL-31000,2025-06-12,2029-06-01,Standard Class,103674,United States,Los Angeles,California,90032,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,22.75,7,14.77,7.98,1450.0,Factory->Pacific,Factory->California,0.38091715976331364
